epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,211.216,1.01002,2.13863,2.35837,1.07222,0,0.44293,0.28568,0.25068,0.19059,0.44219,0.27689,0.2407,0.17048,0.95632,2.05116,1.76944,1.02556,0,0.00997938,0.00332646,0.00997938,0.00332646,0.00997938,0.00332646,0.00997938,0.00332646
2,395.301,1.03827,2.0616,1.76128,1.06183,0,0.41286,0.22599,0.19562,0.13974,0.40598,0.22166,0.18961,0.12868,1.17084,2.44776,1.94437,1.15236,0,0.0198475,0.00661584,0.0198475,0.00661584,0.0198475,0.00661584,0.0198475,0.00661584
3,575.297,1.22856,2.37442,2.03433,1.16425,0,0.23142,0.19114,0.12487,0.08428,0.23123,0.18684,0.12201,0.07948,1.31258,2.66592,2.52963,1.24497,0,0.0295837,0.00986122,0.0295837,0.00986122,0.0295837,0.00986122,0.0295837,0.00986122
4,749.43,1.26129,2.43094,2.06324,1.18196,0,0.40613,0.21498,0.17713,0.12582,0.40841,0.20502,0.17211,0.11638,1.23139,2.51187,2.04096,1.18749,0,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802
5,921.633,1.19692,2.33835,1.92698,1.15621,0,0.39342,0.26102,0.19992,0.14438,0.36097,0.24122,0.19264,0.13371,1.19421,2.33075,1.94527,1.1616,0,0.029208,0.009736,0.029208,0.009736,0.029208,0.009736,0.029208,0.009736
6,1094.85,1.15308,2.22056,1.80349,1.12671,0,0.47797,0.24988,0.23389,0.17337,0.47348,0.24371,0.22431,0.15926,1.11618,2.21863,1.80157,1.1189,0,0.02901,0.00967,0.02901,0.00967,0.02901,0.00967,0.02901,0.00967
7,1266.69,1.1163,2.13086,1.70046,1.1017,0,0.35143,0.29763,0.24165,0.18086,0.345,0.28486,0.23495,0.16801,1.08548,2.16678,1.75197,1.09963,0,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
8,1439.79,1.08111,2.06286,1.61175,1.08093,0,0.34354,0.30913,0.26894,0.19998,0.32061,0.29512,0.25459,0.17874,1.04654,2.067,1.64266,1.07654,0,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538
9,1611.78,1.0484,1.99207,1.52736,1.06584,0,0.37441,0.3898,0.32022,0.2359,0.35737,0.37713,0.30566,0.21616,1.02505,2.06011,1.54058,1.06797,0,0.028416,0.009472,0.028416,0.009472,0.028416,0.009472,0.028416,0.009472
10,1785.11,1.02541,1.92885,1.4441,1.04842,0,0.39845,0.39038,0.33166,0.24105,0.38563,0.37842,0.31706,0.21982,0.9918,1.99404,1.49156,1.0429,0,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
11,1958.16,1.00078,1.87729,1.37972,1.03739,0,0.49811,0.35291,0.34742,0.26657,0.48196,0.34005,0.32782,0.23764,0.97554,1.89467,1.44381,1.0257,0,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934
12,2129.97,0.98577,1.84675,1.31483,1.03067,0,0.45032,0.34964,0.34467,0.26335,0.46305,0.32219,0.32604,0.23403,0.95474,1.92636,1.45785,1.02563,0,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274
13,2303.18,0.9652,1.80883,1.26114,1.0158,0,0.44838,0.39537,0.37889,0.29209,0.42314,0.3744,0.35536,0.2543,0.93843,1.8687,1.36281,1.01606,0,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
14,2474.89,0.95496,1.7646,1.21763,1.00926,0,0.4575,0.35847,0.37113,0.28698,0.43794,0.34221,0.34974,0.25603,0.92382,1.82443,1.35427,1.00546,0,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
15,2647.97,0.93749,1.71929,1.16549,1.00004,0,0.54811,0.40279,0.41664,0.31988,0.5252,0.38649,0.3942,0.28657,0.90902,1.74001,1.24512,0.99679,0,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
16,2820.11,0.92784,1.69808,1.11572,0.98998,0,0.51753,0.41076,0.41313,0.31942,0.51664,0.40012,0.39564,0.28336,0.88919,1.74751,1.23472,0.98497,0,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
17,2992.93,0.91595,1.67207,1.06915,0.98226,0,0.5657,0.4094,0.44675,0.35435,0.5507,0.39927,0.42934,0.31544,0.8763,1.6849,1.18523,0.97882,0,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
18,3165.35,0.89867,1.62947,1.04146,0.97891,0,0.58773,0.4568,0.46994,0.36095,0.56222,0.43572,0.44337,0.3209,0.86164,1.64381,1.12364,0.97219,0,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
19,3337.28,0.89129,1.61228,1.01108,0.96914,0,0.58469,0.47982,0.49735,0.38313,0.5783,0.46647,0.47281,0.3445,0.85364,1.63929,1.10748,0.96716,0,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
