epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,5131.87,0.82218,2.03515,0.78968,0.93635,0.6672,0.5102,0.5428,0.4279,0.61974,0.47655,0.49135,0.30249,0.78221,2.07143,0.99415,0.93331,0.007195,0.007195,0.007195
19,5413.59,0.82399,2.02929,0.78768,0.93854,0.63811,0.55127,0.55626,0.43473,0.59414,0.51115,0.50505,0.30932,0.76466,2.04973,0.95392,0.92426,0.00703,0.00703,0.00703
20,5693.87,0.80771,1.99064,0.76798,0.93357,0.67612,0.5588,0.565,0.44237,0.63545,0.51322,0.50547,0.31069,0.754,2.02917,0.96006,0.92351,0.006865,0.006865,0.006865
21,5978.17,0.80941,2.00417,0.76816,0.93217,0.65875,0.54824,0.55629,0.44028,0.60288,0.51462,0.50533,0.3124,0.73348,2.0104,0.95799,0.9138,0.0067,0.0067,0.0067
22,6261.8,0.79521,1.96577,0.75545,0.92842,0.62251,0.5494,0.54598,0.43424,0.57701,0.51586,0.49792,0.30791,0.73693,2.00869,0.97584,0.91705,0.006535,0.006535,0.006535
23,6544.37,0.79362,1.94874,0.73865,0.92722,0.67881,0.55232,0.56471,0.44729,0.63179,0.52056,0.51739,0.32291,0.7317,1.97601,0.93666,0.915,0.00637,0.00637,0.00637
24,6828.85,0.79001,1.9386,0.73953,0.92468,0.67237,0.55473,0.57077,0.45249,0.6336,0.51661,0.51948,0.3208,0.73576,1.99535,0.92868,0.91539,0.006205,0.006205,0.006205
25,7109.95,0.78003,1.93811,0.72918,0.92468,0.7015,0.55032,0.57359,0.45511,0.65941,0.51573,0.52523,0.3286,0.72423,1.92937,0.92343,0.90959,0.00604,0.00604,0.00604
26,7389.63,0.78185,1.9257,0.72357,0.9211,0.69663,0.56572,0.57627,0.45688,0.65667,0.53442,0.53121,0.32547,0.72648,1.93553,0.9174,0.91123,0.005875,0.005875,0.005875
27,7672.62,0.77149,1.89989,0.71357,0.9185,0.6578,0.58139,0.57957,0.46186,0.62207,0.55671,0.53634,0.32961,0.71777,1.93651,0.9198,0.9093,0.00571,0.00571,0.00571
28,7959.68,0.77182,1.89803,0.70368,0.91766,0.70134,0.575,0.58676,0.46577,0.64172,0.54346,0.53487,0.33069,0.70904,1.93418,0.90439,0.90456,0.005545,0.005545,0.005545
29,8248.71,0.76608,1.8854,0.69546,0.91464,0.69849,0.57793,0.58318,0.46189,0.65761,0.53984,0.53195,0.33211,0.70925,1.9111,0.90647,0.90706,0.00538,0.00538,0.00538
30,8533.64,0.75566,1.86805,0.68526,0.91381,0.7038,0.57092,0.58405,0.46599,0.68121,0.52359,0.53344,0.33623,0.69598,1.90049,0.91434,0.90211,0.005215,0.005215,0.005215
31,8817.55,0.75462,1.8797,0.68487,0.91133,0.69885,0.57509,0.59262,0.47013,0.64921,0.54072,0.54308,0.34176,0.6899,1.88486,0.90891,0.89797,0.00505,0.00505,0.00505
32,9102.92,0.74592,1.84781,0.66852,0.9094,0.70001,0.59039,0.60007,0.47717,0.68089,0.55051,0.56048,0.34921,0.68566,1.8705,0.88725,0.89648,0.004885,0.004885,0.004885
33,9387.91,0.74449,1.85882,0.66829,0.90834,0.7236,0.5751,0.59409,0.47804,0.68145,0.54059,0.54519,0.34297,0.68434,1.84686,0.9036,0.8943,0.00472,0.00472,0.00472
34,9671.15,0.73755,1.83524,0.65936,0.9042,0.70825,0.58154,0.59612,0.47551,0.68023,0.55064,0.55351,0.34385,0.68537,1.84124,0.89408,0.89822,0.004555,0.004555,0.004555
35,9955.92,0.73299,1.82387,0.65368,0.90585,0.70709,0.56153,0.59574,0.47822,0.71332,0.51324,0.55394,0.3452,0.67273,1.836,0.89012,0.8894,0.00439,0.00439,0.00439
36,10236.7,0.73049,1.8057,0.64412,0.90329,0.75473,0.57523,0.60071,0.48382,0.70409,0.53868,0.55132,0.34978,0.66636,1.8394,0.88678,0.88614,0.004225,0.004225,0.004225
37,10517.9,0.72439,1.80066,0.64322,0.90035,0.72696,0.58221,0.59878,0.484,0.71609,0.54263,0.5598,0.35094,0.6662,1.81805,0.89177,0.88682,0.00406,0.00406,0.00406
38,10802.9,0.71259,1.78103,0.62879,0.89939,0.71649,0.58843,0.6072,0.49069,0.72464,0.54848,0.57067,0.35723,0.66261,1.81199,0.88127,0.88662,0.003895,0.003895,0.003895
39,11086.1,0.71663,1.79125,0.62669,0.8979,0.69881,0.59518,0.60179,0.48633,0.67529,0.55354,0.55821,0.35444,0.65833,1.79203,0.89312,0.88664,0.00373,0.00373,0.00373
40,11370.6,0.71713,1.78947,0.62075,0.89745,0.70205,0.57602,0.60329,0.48895,0.66851,0.54648,0.56337,0.35445,0.64887,1.7823,0.87501,0.88147,0.003565,0.003565,0.003565
41,11653.7,0.71068,1.77794,0.61513,0.89471,0.73397,0.56248,0.60279,0.49112,0.69576,0.52947,0.55615,0.3559,0.65141,1.78081,0.88476,0.88388,0.0034,0.0034,0.0034
42,11937.8,0.70079,1.74969,0.60725,0.89312,0.67452,0.60699,0.6041,0.48957,0.63823,0.57015,0.55731,0.35722,0.64627,1.78193,0.89358,0.87922,0.003235,0.003235,0.003235
43,12218.9,0.69952,1.74386,0.60506,0.89182,0.72848,0.58737,0.60623,0.48863,0.6848,0.55714,0.56341,0.35663,0.64461,1.77743,0.88741,0.88125,0.00307,0.00307,0.00307
44,12502.4,0.6997,1.75051,0.59709,0.894,0.71412,0.57211,0.60164,0.48412,0.68268,0.53413,0.55659,0.35503,0.64157,1.77387,0.89941,0.8807,0.002905,0.002905,0.002905
45,12786.6,0.69431,1.73659,0.5921,0.88959,0.69436,0.58998,0.60331,0.48744,0.70155,0.53422,0.56213,0.35897,0.6379,1.76438,0.89693,0.87805,0.00274,0.00274,0.00274
46,13074.5,0.68584,1.72383,0.577,0.88637,0.73486,0.58164,0.60941,0.49322,0.70281,0.54638,0.56827,0.36293,0.63053,1.75615,0.89992,0.87716,0.002575,0.002575,0.002575
47,13358.8,0.68517,1.71983,0.58089,0.88793,0.7244,0.58577,0.61326,0.49752,0.68676,0.54941,0.56774,0.36463,0.62298,1.74034,0.89243,0.87289,0.00241,0.00241,0.00241
48,13639.4,0.6766,1.70281,0.57493,0.88429,0.68385,0.59615,0.60637,0.49314,0.6699,0.55248,0.56428,0.36445,0.61992,1.73879,0.8894,0.87332,0.002245,0.002245,0.002245
49,13922.2,0.66485,1.69092,0.56336,0.88125,0.74283,0.58213,0.60905,0.49596,0.71147,0.55484,0.57083,0.36765,0.62297,1.73635,0.89298,0.87426,0.00208,0.00208,0.00208
50,14206.6,0.66866,1.68943,0.55829,0.87959,0.68627,0.61155,0.61084,0.49574,0.66832,0.57698,0.57521,0.36962,0.62432,1.72473,0.89519,0.87402,0.001915,0.001915,0.001915
51,14491.4,0.65139,1.74569,0.51806,0.85714,0.70979,0.60229,0.6148,0.49983,0.68124,0.57059,0.57886,0.37452,0.62123,1.71962,0.88242,0.87231,0.00175,0.00175,0.00175
52,14775,0.63845,1.71441,0.50093,0.85608,0.75061,0.58159,0.62082,0.50445,0.7256,0.5505,0.58145,0.37485,0.61806,1.70153,0.88041,0.87061,0.001585,0.001585,0.001585
53,15057.9,0.62996,1.70917,0.48794,0.84995,0.69139,0.61925,0.62242,0.50841,0.64414,0.57868,0.57221,0.3749,0.61516,1.69008,0.88918,0.86954,0.00142,0.00142,0.00142
54,15339.2,0.62337,1.68438,0.48692,0.84926,0.72507,0.60924,0.62396,0.50792,0.71283,0.56229,0.58142,0.37716,0.61258,1.6918,0.88815,0.86688,0.001255,0.001255,0.001255
55,15620.4,0.61675,1.69017,0.47548,0.84684,0.71388,0.60891,0.62368,0.50646,0.69019,0.57408,0.58271,0.37696,0.6086,1.6875,0.89754,0.86628,0.00109,0.00109,0.00109
56,15899.4,0.61424,1.67516,0.47172,0.84617,0.73164,0.59829,0.62575,0.50829,0.68615,0.55736,0.57834,0.37609,0.60607,1.68311,0.89998,0.86504,0.000925,0.000925,0.000925
57,16180.6,0.60588,1.66377,0.46231,0.84167,0.70095,0.61384,0.62485,0.5084,0.64927,0.57936,0.57721,0.37584,0.60451,1.67743,0.90811,0.86504,0.00076,0.00076,0.00076
58,16461.5,0.59874,1.65043,0.45523,0.84207,0.73602,0.59431,0.62428,0.50785,0.69554,0.55428,0.57559,0.37673,0.60297,1.67811,0.91196,0.86517,0.000595,0.000595,0.000595
59,16745.4,0.59688,1.65671,0.45174,0.84021,0.75048,0.59417,0.62645,0.50974,0.70741,0.55083,0.57605,0.37751,0.60107,1.6733,0.91422,0.86377,0.00043,0.00043,0.00043
60,17031.7,0.59455,1.64539,0.44651,0.84035,0.75426,0.59165,0.6268,0.50988,0.70308,0.55261,0.57722,0.37796,0.60023,1.67144,0.92078,0.86368,0.000265,0.000265,0.000265
