epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
12,2181.69,1.27423,2.32318,2.11296,1.31151,0,0.46772,0.22653,0.19042,0.13369,0.4649,0.21234,0.17739,0.11621,1.2481,2.42031,2.16949,1.29741,0,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274
13,2374.19,1.24646,2.29683,2.0602,1.2855,0,0.41991,0.27851,0.21235,0.15271,0.41182,0.26608,0.20093,0.13316,1.21237,2.271,2.02804,1.26966,0,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
14,2550.9,1.2315,2.24019,2.02653,1.27231,0,0.43328,0.26163,0.21675,0.16218,0.42627,0.24939,0.20424,0.14097,1.19441,2.27234,1.97864,1.25372,0,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
15,2773.47,1.20937,2.19699,1.96953,1.2521,0,0.34351,0.27121,0.22621,0.16813,0.33085,0.25845,0.20985,0.14637,1.17417,2.20203,1.93582,1.23156,0,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
16,2940.19,1.19471,2.17193,1.91632,1.23861,0,0.44467,0.28997,0.26106,0.18914,0.4282,0.28125,0.24687,0.16731,1.15861,2.1662,1.86075,1.22004,0,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
17,3110.73,1.1798,2.13998,1.85865,1.22173,0,0.46234,0.28746,0.25801,0.19072,0.45442,0.27806,0.24516,0.16672,1.14942,2.17881,1.84399,1.21601,0,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
18,3276.96,1.16277,2.11038,1.84057,1.21448,0,0.34525,0.30197,0.27939,0.20607,0.32554,0.28677,0.26193,0.17806,1.13585,2.13912,1.81372,1.20109,0,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
19,3442.57,1.15825,2.0716,1.79488,1.19987,0,0.43321,0.30475,0.29193,0.21744,0.42213,0.28601,0.27295,0.18973,1.11489,2.06549,1.75956,1.19129,0,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
20,3608.78,1.1441,2.05269,1.74979,1.18711,0,0.36174,0.31874,0.30174,0.22273,0.34685,0.30573,0.28066,0.19112,1.10887,2.06876,1.72109,1.18158,0,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
21,3775.22,1.13139,2.02885,1.71887,1.18015,0,0.46736,0.31906,0.30982,0.2341,0.48173,0.29172,0.28524,0.19981,1.09491,2.01482,1.70472,1.16821,0,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
22,3941.7,1.1163,1.9936,1.6619,1.16849,0,0.42259,0.3416,0.34048,0.25898,0.41228,0.32654,0.31724,0.22273,1.07169,1.99816,1.63119,1.14924,0,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
23,4112.37,1.10755,1.97907,1.62785,1.1604,0,0.49127,0.34089,0.34236,0.25285,0.46515,0.32492,0.31489,0.21842,1.07212,1.98446,1.62653,1.14589,0,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
24,4298.61,1.09379,1.93362,1.58969,1.14895,0,0.37833,0.36712,0.35194,0.26813,0.37034,0.35519,0.3314,0.22857,1.05043,1.95145,1.58588,1.12835,0,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
25,4476.71,1.09247,1.93562,1.56046,1.14093,0,0.47967,0.34863,0.36304,0.27748,0.45869,0.33558,0.33898,0.23913,1.03193,1.91233,1.55471,1.11952,0,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
26,4643.04,1.07542,1.9063,1.51755,1.12978,0,0.42464,0.39072,0.38022,0.28456,0.40256,0.37151,0.34974,0.24468,1.02319,1.88442,1.49598,1.11451,0,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
27,4816.74,1.07216,1.87605,1.49105,1.12385,0,0.43746,0.41479,0.39266,0.29885,0.39326,0.3926,0.35738,0.25327,1.02499,1.86987,1.48855,1.10842,0,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
28,5076.73,1.05265,1.84001,1.4589,1.11283,0,0.50869,0.40501,0.41177,0.31422,0.49311,0.38522,0.38194,0.26552,1.00875,1.84648,1.4512,1.10271,0,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
29,5244.42,1.05397,1.82833,1.42208,1.10855,0,0.43395,0.42063,0.41684,0.31555,0.41628,0.4007,0.3861,0.27414,0.99457,1.814,1.41587,1.08572,0,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
30,5413.2,1.03537,1.82629,1.40032,1.09932,0,0.48119,0.41591,0.41988,0.31762,0.4533,0.39603,0.38591,0.27177,0.99233,1.80028,1.40584,1.09038,0,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
31,5582.02,1.02942,1.79405,1.3707,1.09339,0,0.51447,0.45083,0.44435,0.33648,0.49298,0.41486,0.40538,0.28724,0.98591,1.80122,1.37532,1.0787,0,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
32,5764.15,1.0259,1.78697,1.34042,1.08865,0,0.54088,0.43595,0.45155,0.34293,0.5264,0.39902,0.41324,0.29042,0.9647,1.78679,1.32437,1.06933,0,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
33,5929.97,1.01608,1.76042,1.31638,1.07945,0,0.56485,0.41511,0.45641,0.34607,0.52648,0.3935,0.41826,0.29408,0.9499,1.73231,1.31374,1.06268,0,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
34,6100.81,1.00095,1.75005,1.29097,1.07228,0,0.56485,0.43977,0.47222,0.35959,0.5202,0.41435,0.42671,0.30489,0.95083,1.70119,1.29341,1.0589,0,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
35,6266.35,0.99817,1.71964,1.26498,1.06858,0,0.5354,0.47407,0.46812,0.36362,0.50117,0.45403,0.43342,0.3129,0.94535,1.69848,1.29525,1.05609,0,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
36,6437.89,1.00868,1.74321,1.25692,1.06932,0,0.53501,0.47524,0.49212,0.37494,0.54021,0.43358,0.45498,0.32217,0.93633,1.69183,1.25189,1.04927,0,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
37,6607.25,0.99842,1.71819,1.23233,1.06348,0,0.61472,0.47645,0.50269,0.38702,0.57463,0.45306,0.46201,0.3275,0.92704,1.6978,1.25021,1.0459,0,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
38,6773.61,0.98191,1.68426,1.19794,1.05274,0,0.57067,0.49315,0.50687,0.39186,0.52668,0.46664,0.46033,0.32539,0.90979,1.66007,1.20569,1.03353,0,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,6938.72,0.97413,1.67397,1.19199,1.05148,0,0.56763,0.49674,0.50684,0.38821,0.54503,0.46552,0.46216,0.33219,0.91577,1.65875,1.21316,1.0328,0,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,7104.78,0.9845,1.69222,1.16984,1.04831,0,0.57182,0.5054,0.51298,0.39625,0.52197,0.48157,0.46984,0.33734,0.90466,1.63889,1.19447,1.02804,0,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,7273.91,0.96819,1.66109,1.15918,1.04037,0,0.55974,0.52038,0.52928,0.4103,0.55835,0.47649,0.48478,0.35101,0.89927,1.62136,1.16093,1.02551,0,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,7442.24,0.96561,1.65401,1.13505,1.03886,0,0.57356,0.51156,0.51333,0.39748,0.55644,0.46973,0.47807,0.34365,0.89386,1.60799,1.15671,1.01796,0,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,7609.62,0.9468,1.62474,1.11591,1.03255,0,0.62489,0.51073,0.53218,0.41119,0.60089,0.48345,0.49463,0.35004,0.89196,1.61429,1.14167,1.01555,0,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,7775.8,0.95651,1.61874,1.10302,1.03007,0,0.60854,0.51334,0.53181,0.41656,0.58661,0.49439,0.49209,0.35607,0.87623,1.59675,1.1381,1.00695,0,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,7943.51,0.95387,1.61533,1.09941,1.03105,0,0.60526,0.52119,0.53812,0.41845,0.57981,0.49615,0.5001,0.36056,0.8727,1.57326,1.12129,1.00566,0,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,8113.47,0.9465,1.60994,1.07866,1.02587,0,0.66593,0.51466,0.54579,0.42686,0.6226,0.4902,0.50255,0.36383,0.85701,1.56069,1.09909,0.9984,0,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,8281.59,0.94278,1.6097,1.06739,1.02048,0,0.648,0.52557,0.558,0.43492,0.62724,0.50087,0.5222,0.37144,0.85728,1.56753,1.09069,0.99346,0,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,8447.43,0.93979,1.58582,1.05227,1.01994,0,0.61877,0.54773,0.57724,0.45178,0.629,0.49481,0.54273,0.38997,0.85157,1.54457,1.06295,0.9887,0,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,8627.56,0.92466,1.56844,1.03156,1.00975,0,0.64841,0.53423,0.56531,0.44283,0.63746,0.50589,0.52322,0.37485,0.85061,1.56042,1.07435,0.9885,0,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,8797.45,0.92499,1.56778,1.0281,1.01219,0,0.68004,0.52667,0.56917,0.44612,0.64393,0.50195,0.52928,0.38194,0.843,1.51698,1.06062,0.98513,0,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,9283.04,0.91628,1.55911,1.00709,1.0045,0,0.66911,0.55363,0.58601,0.45674,0.63781,0.52917,0.54822,0.3945,0.83411,1.50342,1.05494,0.98258,0,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,9456.86,0.91551,1.55104,0.9979,1.00431,0,0.68604,0.54909,0.5861,0.45369,0.6666,0.52307,0.54833,0.39467,0.83337,1.49416,1.04265,0.98374,0,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,9655.35,0.91529,1.54497,0.99413,1.00319,0,0.68938,0.5536,0.58611,0.45847,0.65414,0.52173,0.54606,0.39422,0.82635,1.49144,1.041,0.97968,0,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,9830.49,0.90437,1.52728,0.96845,1.00208,0,0.6696,0.54355,0.58176,0.45375,0.63702,0.51735,0.54107,0.38732,0.82112,1.47707,1.04731,0.9768,0,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,10070.6,0.90755,1.53417,0.96902,0.99807,0,0.68992,0.53757,0.58288,0.45628,0.64896,0.51226,0.53966,0.39074,0.81976,1.48087,1.03967,0.97444,0,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,10261,0.90372,1.5251,0.95645,0.99802,0,0.72409,0.53962,0.58752,0.45967,0.69096,0.50936,0.54694,0.39644,0.81615,1.46638,1.03104,0.97253,0,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,10435,0.89683,1.51207,0.94544,0.99125,0,0.67031,0.55754,0.59594,0.46773,0.65459,0.52052,0.55865,0.4032,0.81203,1.45661,1.00925,0.96855,0,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,10763.3,0.8935,1.50521,0.92812,0.98963,0,0.69046,0.58049,0.60408,0.47555,0.66617,0.55243,0.56305,0.40737,0.80641,1.43945,0.9989,0.96783,0,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,10931.3,0.89039,1.49822,0.93285,0.98898,0,0.67819,0.57806,0.60768,0.47787,0.65501,0.55332,0.574,0.40885,0.7995,1.43358,0.98787,0.96217,0,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,11099.6,0.8865,1.48261,0.92543,0.98648,0,0.66952,0.59145,0.60635,0.47795,0.65146,0.56271,0.57378,0.41057,0.79625,1.43061,0.98621,0.95937,0,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,11265.8,0.8769,1.47091,0.9109,0.98236,0,0.6837,0.56506,0.60307,0.47647,0.69511,0.52535,0.5686,0.40961,0.79382,1.42897,0.99177,0.9594,0,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,11432,0.88373,1.47673,0.91105,0.98258,0,0.71104,0.56279,0.60289,0.4762,0.69984,0.53466,0.56777,0.40978,0.79567,1.41344,0.99548,0.96064,0,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,11597.2,0.87604,1.4816,0.89512,0.98246,0,0.69573,0.5819,0.6036,0.4793,0.69043,0.5377,0.5652,0.41081,0.78683,1.40591,0.97948,0.95593,0,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,11763,0.87239,1.46329,0.89451,0.97909,0,0.71671,0.57126,0.61131,0.48607,0.69825,0.53278,0.57042,0.4164,0.78404,1.39843,0.97565,0.95413,0,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,11929,0.86461,1.44734,0.87336,0.97498,0,0.71752,0.57372,0.61714,0.48927,0.69096,0.54332,0.57576,0.42067,0.78167,1.38441,0.9736,0.95149,0,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,12093.9,0.86029,1.43408,0.8736,0.97301,0,0.69648,0.59482,0.62138,0.49524,0.6741,0.56586,0.58162,0.42537,0.7762,1.38858,0.97332,0.9476,0,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,12263.2,0.85983,1.44808,0.86508,0.97049,0,0.70363,0.59545,0.62451,0.49684,0.68192,0.56587,0.58316,0.42714,0.77067,1.37554,0.97109,0.94448,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,12428.4,0.85944,1.42763,0.86109,0.96985,0,0.70542,0.59178,0.63067,0.50104,0.6844,0.5628,0.58875,0.42573,0.76532,1.36941,0.96789,0.94207,0,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,12597.5,0.84926,1.42346,0.8517,0.96792,0,0.71647,0.6002,0.63578,0.50588,0.71301,0.56537,0.59402,0.42987,0.76101,1.36457,0.96346,0.94017,0,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,12883.5,0.8546,1.42123,0.85079,0.96611,0,0.72952,0.59386,0.63366,0.50532,0.70155,0.56648,0.59216,0.43064,0.76075,1.36593,0.96436,0.93962,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,13048.4,0.84876,1.41746,0.84073,0.96678,0,0.72413,0.58781,0.63334,0.50622,0.69907,0.55972,0.59285,0.42957,0.75871,1.35935,0.95804,0.9386,0,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,13213.8,0.8469,1.40829,0.83879,0.96395,0,0.72785,0.5954,0.63349,0.50596,0.69558,0.56709,0.58512,0.42496,0.75514,1.35569,0.95447,0.9382,0,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,13379.6,0.84099,1.39985,0.82866,0.96045,0,0.70569,0.60346,0.63249,0.50445,0.68968,0.56111,0.58401,0.42479,0.75177,1.35703,0.95745,0.9361,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,13548.4,0.83887,1.40567,0.81813,0.95881,0,0.71747,0.60077,0.6339,0.5065,0.70856,0.5589,0.58597,0.42697,0.75198,1.35577,0.95567,0.93509,0,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,13782.5,0.84141,1.40004,0.82477,0.96154,0,0.72675,0.59717,0.63177,0.50313,0.70707,0.55067,0.58233,0.4253,0.75044,1.35466,0.95307,0.93399,0,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,13958.2,0.83952,1.39896,0.80985,0.96012,0,0.72372,0.60204,0.63397,0.50402,0.70282,0.57169,0.59619,0.43134,0.74879,1.35107,0.95128,0.93393,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,14122.3,0.83672,1.38485,0.81007,0.95722,0,0.71618,0.60601,0.63632,0.50717,0.68607,0.57559,0.59583,0.43255,0.74543,1.3454,0.95488,0.93229,0,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,14286.8,0.83076,1.37854,0.79514,0.95622,0,0.72723,0.60538,0.64136,0.51125,0.70102,0.56991,0.60035,0.43565,0.74313,1.34266,0.95646,0.93128,0,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,14453.1,0.82511,1.37132,0.79282,0.95463,0,0.70274,0.6143,0.63992,0.50887,0.67111,0.58467,0.59947,0.43646,0.73969,1.34327,0.95455,0.9295,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,14617.6,0.81878,1.36122,0.78755,0.95113,0,0.70774,0.61525,0.64133,0.51232,0.67285,0.58482,0.59924,0.43646,0.73646,1.34076,0.95051,0.92737,0,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,14785.6,0.81798,1.35374,0.78216,0.95002,0,0.71979,0.60837,0.64389,0.51734,0.68752,0.57786,0.60235,0.43801,0.73537,1.33936,0.95105,0.92779,0,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,14950.2,0.82148,1.35871,0.78383,0.9497,0,0.74138,0.61212,0.64851,0.52055,0.70917,0.57775,0.60577,0.44071,0.73357,1.33523,0.95118,0.92742,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,15116.5,0.81883,1.36556,0.7749,0.94717,0,0.7453,0.61619,0.65033,0.52504,0.71792,0.57821,0.60664,0.44178,0.73288,1.32934,0.95044,0.92703,0,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,15281.3,0.81248,1.34448,0.76959,0.94963,0,0.75366,0.60888,0.64995,0.52216,0.72095,0.57609,0.6062,0.44017,0.73132,1.32686,0.94725,0.92611,0,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,15449.3,0.80952,1.33168,0.76283,0.94367,0,0.75595,0.60816,0.65067,0.52313,0.72613,0.57618,0.60769,0.44184,0.72977,1.32227,0.94565,0.92468,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,15650.9,0.80665,1.34247,0.7616,0.94496,0,0.74589,0.61447,0.65046,0.52406,0.72625,0.57648,0.60955,0.44209,0.72879,1.31836,0.9476,0.92417,0,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,15818.6,0.80779,1.33271,0.75734,0.94622,0,0.75136,0.61506,0.65091,0.52434,0.72609,0.58197,0.61073,0.44283,0.72761,1.31572,0.94685,0.92358,0,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,15983.9,0.80049,1.31394,0.74154,0.93987,0,0.73691,0.62288,0.65175,0.52693,0.72995,0.57958,0.61216,0.44445,0.72618,1.31437,0.94627,0.92289,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,16155.4,0.7924,1.3139,0.74443,0.93805,0,0.7396,0.62188,0.65176,0.5273,0.71544,0.59069,0.61353,0.44345,0.72401,1.31093,0.9451,0.92232,0,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,16320.6,0.79068,1.31035,0.73708,0.93814,0,0.74392,0.61988,0.65282,0.5284,0.73503,0.57964,0.61377,0.44455,0.72175,1.30754,0.94219,0.92135,0,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,16491.5,0.79648,1.31411,0.73931,0.93912,0,0.75986,0.61174,0.65305,0.52997,0.73208,0.58398,0.615,0.44529,0.72,1.30431,0.94107,0.92076,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,16657.3,0.79685,1.30956,0.73223,0.93746,0,0.74301,0.62963,0.65535,0.53139,0.7258,0.59391,0.61698,0.44606,0.72093,1.30143,0.93954,0.92137,0,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,16823.5,0.79364,1.31457,0.73664,0.93702,0,0.74339,0.63385,0.65562,0.53238,0.72016,0.5968,0.61664,0.44644,0.72058,1.30016,0.93811,0.92069,0,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,16992.1,0.78991,1.31055,0.72132,0.93535,0,0.74307,0.63064,0.65666,0.53313,0.7162,0.59967,0.61672,0.44665,0.72001,1.29764,0.93646,0.92091,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,17229.9,0.78622,1.29926,0.72425,0.93317,0,0.74689,0.63019,0.65724,0.53394,0.71948,0.59839,0.61664,0.44724,0.71829,1.29549,0.93406,0.92042,0,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,17403.5,0.79264,1.2947,0.72625,0.93524,0,0.7496,0.63286,0.65758,0.53338,0.71667,0.6026,0.61613,0.4478,0.71629,1.29245,0.93198,0.91973,0,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,17586.8,0.78441,1.29472,0.71829,0.93382,0,0.75175,0.63195,0.65938,0.5344,0.72104,0.59962,0.61818,0.44848,0.71437,1.28965,0.93122,0.91844,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,17755.3,0.77529,1.28359,0.71022,0.93101,0,0.74951,0.63246,0.6591,0.53486,0.71891,0.60096,0.61866,0.44755,0.71375,1.28671,0.93002,0.91802,0,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,17921.6,0.78084,1.28403,0.70344,0.93053,0,0.74918,0.63309,0.6587,0.53376,0.71472,0.60388,0.61846,0.44746,0.71222,1.28486,0.93014,0.91709,0,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,18086.7,0.78066,1.28575,0.70011,0.92994,0,0.74832,0.63366,0.66049,0.53528,0.71732,0.60164,0.61988,0.44652,0.7099,1.28258,0.92955,0.91646,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,18253.3,0.77869,1.27737,0.69469,0.92902,0,0.74912,0.63491,0.66079,0.53575,0.72034,0.60255,0.62133,0.44723,0.70883,1.27973,0.92892,0.91607,0,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,18420.9,0.76612,1.2667,0.69148,0.92657,0,0.74696,0.63722,0.66117,0.53626,0.71416,0.60659,0.62044,0.44826,0.70733,1.2781,0.93001,0.91535,0,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,18589,0.76469,1.26028,0.68824,0.92587,0,0.74492,0.63996,0.66165,0.53813,0.7102,0.6087,0.62054,0.44854,0.70562,1.27704,0.9297,0.91475,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
